joda-time,f5bd8f5063258501c7fba6f49925625dfdd7799a,1449530361,332
joda-time,0fb5db523fc753f00971c3bb9d8f5df2825ed73e,1442520463,315
joda-time,2948a362fdd63f2799794fd2ce316666756cacd5,1440114180,"299 296"
joda-time,b9fe534c7f5876eced6494a6d6c1deaf2528a579,1425327049,244
joda-time,dbda260e5c2bfac5c20813c1a7645e8f15f89a6d,1416514021,"194 203"
joda-time,504acaef364e4626161b372744441bb44866abd4,1412288908,"182 182"
joda-time,8769b776d5f28650e1cb50878f8266c3d7e4a9e1,1411171310,173
joda-time,47c194065d46f3b84fc3642b5613e64b9403c78f,1410185917,"154 169"
joda-time,7eb5f6043f21431cfc714200e53a738adceb6ecd,1410185806,"154 169"
joda-time,226b0439bbe1eb2ed144a163827167635b492b69,1408904287,154
